PRO_COM_T,COD_REG,COMUNE,Abitanti
004075,1,Costigliole Saluzzo,3318
004076,1,Cravanzana,373
004077,1,Crissolo,158
004079,1,Demonte,1914
004080,1,Diano d'Alba,3638
004081,1,Dogliani,4677
004083,1,Elva,89
004084,1,Entracque,847
004001,1,Acceglio,156
004002,1,Aisone,216
004004,1,Albaretto della Torre,231
004005,1,Alto,137
004006,1,Argentera,76
004007,1,Arguello,200
004008,1,Bagnasco,1017
004010,1,Baldissero d'Alba,1066
004011,1,Barbaresco,615
004013,1,Barolo,680
004014,1,Bastia Mondovì,643
004015,1,Battifollo,219
004016,1,Beinette,3461
004017,1,Bellino,101
004018,1,Belvedere Langhe,352
004019,1,Bene Vagienna,3663
004020,1,Benevello,481
004021,1,Bergolo,56
004022,1,Bernezzo,4170
004023,1,Bonvicino,100
004024,1,Borgomale,378
004026,1,Bosia,174
004027,1,Bossolasco,636
004030,1,Briaglia,298
004031,1,Briga Alta,42
004032,1,Brondello,279
004033,1,Brossasco,1025
004035,1,Camerana,591
004038,1,Canosio,78
004039,1,Caprauna,92
004041,1,Caramagna Piemonte,3057
004042,1,Cardè,1150
004108,1,Lesegno,834
004109,1,Levice,196
004110,1,Limone Piemonte,1456
004111,1,Lisio,189
004112,1,Macra,49
004113,1,Magliano Alfieri,2220
004114,1,Magliano Alpi,2210
004115,1,Mango,1313
004116,1,Manta,3820
004117,1,Marene,3290
004118,1,Margarita,1421
004119,1,Marmora,60
004120,1,Marsaglia,221
004121,1,Martiniana Po,738
004122,1,Melle,284
004123,1,Moiola,223
004124,1,Mombarcaro,262
004125,1,Mombasiglio,604
004126,1,Monastero di Vasco,1288
004127,1,Monasterolo Casotto,82
004128,1,Monasterolo di Savigliano,1379
004129,1,Monchiero,572
020012,3,Casalromano,1517
020013,3,Castelbelforte,3259
020014,3,Castel d'Ario,4541
020018,3,Cavriana,3809
020019,3,Ceresara,2561
020020,3,Commessaggio,1113
020022,3,Dosolo,3373
020024,3,Gazoldo degli Ippoliti,3019
020025,3,Gazzuolo,2190
020029,3,Magnacavallo,1475
020032,3,Mariana Mantovana,808
020034,3,Medole,4128
020036,3,Monzambano,4977
020037,3,Motteggiana,2522
004085,1,Envie,1967
004086,1,Farigliano,1734
004087,1,Faule,475
004088,1,Feisoglio,298
004090,1,Frabosa Soprana,745
004091,1,Frabosa Sottana,1564
004092,1,Frassino,269
004093,1,Gaiola,576
004094,1,Gambasca,341
004095,1,Garessio,2987
004096,1,Genola,2609
004097,1,Gorzegno,264
004098,1,Gottasecca,129
004099,1,Govone,2294
004100,1,Grinzane Cavour,2017
004101,1,Guarene,3589
004102,1,Igliano,66
004103,1,Isasca,78
004104,1,Lagnasco,1428
004105,1,La Morra,2738
004106,1,Lequio Berria,451
004107,1,Lequio Tanaro,762
022089,4,Fornace,1319
022090,4,Frassilongo,338
022091,4,Garniga Terme,400
022092,4,Giovo,2519
022093,4,Giustino,742
026078,5,Sarmede,3038
026079,5,Segusino,1865
026084,5,Tarzo,4270
026090,5,Vidor,3671
026094,5,Zenson di Piave,1797
027001,5,Annone Veneto,3825
027009,5,Cinto Caomaggiore,3198
027010,5,Cona,2921
020041,3,Piubega,1725
020043,3,Pomponesco,1700
020044,3,Ponti sul Mincio,2327
020046,3,Quingentole,1124
020048,3,Redondesco,1240
022036,4,Campitello di Fassa,707
022037,4,Campodenno,1519
022038,4,Canal San Bovo,1477
022039,4,Canazei,1881
022040,4,Capriana,584
022042,4,Carisolo,959
022043,4,Carzano,526
022045,4,Castel Condino,221
022047,4,Castello-Molina di Fiemme,2319
022048,4,Castello Tesino,1182
022049,4,Castelnuovo,1057
022050,4,Cavalese,4112
022051,4,Cavareno,1107
022052,4,Cavedago,542
022053,4,Cavedine,3016
022054,4,Cavizzana,234
022058,4,Cimone,694
022059,4,Cinte Tesino,352
022060,4,Cis,305
022061,4,Civezzano,4090
022064,4,Commezzadura,996
022068,4,Croviana,679
022071,4,Dambel,425
022074,4,Denno,1240
022078,4,Drena,585
022081,4,Fai della Paganella,912
022083,4,Fiavè,1075
022085,4,Fierozzo,487
022087,4,Folgaria,3161
004151,1,Niella Tanaro,1000
004152,1,Novello,972
004153,1,Nucetto,397
004154,1,Oncino,82
004155,1,Ormea,1557
004156,1,Ostana,89
004157,1,Paesana,2682
004158,1,Pagno,568
004159,1,Pamparato,283
004160,1,Paroldo,204
004161,1,Perletto,268
004162,1,Perlo,112
004164,1,Pezzolo Valle Uzzone,329
004165,1,Pianfei,2101
004166,1,Piasco,2750
004167,1,Pietraporzio,76
004168,1,Piobesi d'Alba,1395
004169,1,Piozzo,982
004170,1,Pocapaglia,3333
004171,1,Polonghera,1108
004172,1,Pontechianale,166
004173,1,Pradleves,235
004174,1,Prazzo,172
004175,1,Priero,490
004176,1,Priocca,2019
004177,1,Priola,681
004178,1,Prunetto,424
004180,1,Revello,4253
004181,1,Rifreddo,1056
004182,1,Rittana,109
004183,1,Roaschia,98
004184,1,Roascio,94
004185,1,Robilante,2223
004186,1,Roburent,474
004187,1,Roccabruna,1535
004188,1,Rocca Cigliè,130
004189,1,Rocca de' Baldi,1608
004190,1,Roccaforte Mondovì,2121
004191,1,Roccasparvera,743
004192,1,Roccavione,2668
004193,1,Rocchetta Belbo,156
004194,1,Roddi,1607
004195,1,Roddino,420
004196,1,Rodello,958
004197,1,Rossana,831
004198,1,Ruffia,354
004199,1,Sale delle Langhe,475
004200,1,Sale San Giovanni,162
004201,1,Saliceto,1245
004202,1,Salmour,718
004204,1,Sambuco,85
004205,1,Sampeyre,998
004206,1,San Benedetto Belbo,163
004131,1,Monesiglio,610
004132,1,Monforte d'Alba,1979
004133,1,Montà,4687
004134,1,Montaldo di Mondovì,544
004135,1,Montaldo Roero,851
004136,1,Montanera,741
004137,1,Montelupo Albese,478
004138,1,Montemale di Cuneo,226
004139,1,Monterosso Grana,521
004140,1,Monteu Roero,1594
004141,1,Montezemolo,229
004142,1,Monticello d'Alba,2365
004143,1,Moretta,4069
004144,1,Morozzo,2021
004145,1,Murazzano,851
004146,1,Murello,933
004147,1,Narzole,3549
004148,1,Neive,3363
004149,1,Neviglie,363
004150,1,Niella Belbo,363
005006,1,Azzano d'Asti,381
005007,1,Baldichieri d'Asti,1157
005008,1,Belveglio,328
005009,1,Berzano di San Pietro,409
005010,1,Bruno,309
005011,1,Bubbio,805
005012,1,Buttigliera d'Asti,2527
005013,1,Calamandrana,1702
005014,1,Calliano,1287
005015,1,Calosso,1212
005016,1,Camerano Casasco,414
005018,1,Cantarana,999
005019,1,Capriglio,316
005020,1,Casorzo,601
005021,1,Cassinasco,599
005022,1,Castagnole delle Lanze,3704
005023,1,Castagnole Monferrato,1171
005024,1,Castel Boglione,594
005025,1,Castell'Alfero,2678
005026,1,Castellero,305
005027,1,Castelletto Molina,140
005028,1,Castello di Annone,1871
005029,1,Castelnuovo Belbo,826
005030,1,Castelnuovo Calcea,726
005031,1,Castelnuovo Don Bosco,3126
005032,1,Castel Rocchero,400
013242,3,Vertemate con Minoprio,4176
013246,3,Zelbio,197
013248,3,San Siro,1752
016215,3,Torre de' Busi,2163
016216,3,Torre de' Roveri,2458
016217,3,Torre Pallavicina,1114
016221,3,Ubiale Clanezzo,1380
016223,3,Valbondione,1015
016224,3,Valbrembo,4372
016225,3,Valgoglio,595
016226,3,Valleve,132
016227,3,Valnegra,213
015222,3,Tribiano,3641
015236,3,Vernate,3315
015244,3,Vizzolo Predabissi,4007
011025,7,Rocchetta di Vara,685
011028,7,Sesta Godano,1329
011029,7,Varese Ligure,1882
011030,7,Vernazza,779
011032,7,Zignago,497
012001,3,Agra,408
013249,3,Gravedona ed Uniti,4153
013250,3,Bellagio,3694
013253,3,Alta Valle Intelvi,2949
013254,3,Centro Valle Intelvi,3598
013255,3,Solbiate con Cagno,4721
014001,3,Albaredo per San Marco,286
014002,3,Albosaggia,2997
014003,3,Andalo Valtellino,587
014004,3,Aprica,1546
016229,3,Valtorta,261
016230,3,Vedeseta,189
016234,3,Vertova,4553
016235,3,Viadanica,1131
016236,3,Vigano San Martino,1349
016237,3,Vigolo,579
016238,3,Villa d'Adda,4645
016241,3,Villa d'Ogna,1832
016243,3,Vilminore di Scalve,1447
016244,3,Zandobbio,2738
016001,3,Adrara San Martino,2191
016002,3,Adrara San Rocco,812
016009,3,Ambivere,2392
016010,3,Antegnate,3224
016011,3,Arcene,4858
016012,3,Ardesio,3428
016013,3,Arzago d'Adda,2737
012005,3,Arsago Seprio,4835
012006,3,Azzate,4691
012007,3,Azzio,763
012008,3,Barasso,1683
012009,3,Bardello,1616
012010,3,Bedero Valcuvia,659
012011,3,Besano,2549
012014,3,Biandronno,3287
012015,3,Bisuschio,4389
012016,3,Bodio Lomnago,2215
012017,3,Brebbia,3208
012018,3,Bregano,862
012019,3,Brenta,1723
012020,3,Brezzo di Bedero,1236
012021,3,Brinzio,799
012049,3,Cazzago Brabbia,817
012051,3,Cittiglio,3832
012052,3,Clivio,1943
012053,3,Cocquio-Trevisago,4699
012054,3,Comabbio,1209
012055,3,Comerio,2931
012056,3,Cremenaga,785
012057,3,Crosio della Valle,609
012058,3,Cuasso al Monte,3611
012059,3,Cugliate-Fabiasco,3099
012060,3,Cunardo,2991
012061,3,Curiglia con Monteviasco,165
012062,3,Cuveglio,3341
012063,3,Cuvio,1673
012064,3,Daverio,3035
012065,3,Dumenza,1490
012066,3,Duno,124
014031,3,Gerola Alta,157
014032,3,Gordona,1957
014033,3,Grosio,4471
014034,3,Grosotto,1670
014035,3,Madesimo,533
014036,3,Lanzada,1300
017018,3,Bienno,3771
017019,3,Bione,1336
017022,3,Borno,2667
017024,3,Bovegno,2094
017026,3,Brandico,1710
017027,3,Braone,690
016052,3,Caprino Bergamasco,3086
016055,3,Carobbio degli Angeli,4823
016056,3,Carona,300
016057,3,Carvico,4713
016058,3,Casazza,3970
016059,3,Casirate d'Adda,4121
016060,3,Casnigo,3186
016061,3,Cassiglio,113
016063,3,Castel Rozzone,2847
016064,3,Castione della Presolana,3391
016065,3,Castro,1292
016066,3,Cavernago,2635
012069,3,Ferrera di Varese,699
012071,3,Galliate Lombardo,996
012073,3,Gazzada Schianno,4626
012074,3,Gemonio,2882
012076,3,Germignaga,3897
012077,3,Golasecca,2635
012078,3,Gorla Maggiore,4947
012080,3,Gornate Olona,2171
012081,3,Grantola,1255
012082,3,Inarzo,1066
012088,3,Leggiuno,3738
014038,3,Lovero,630
014039,3,Mantello,742
014040,3,Mazzo di Valtellina,995
014041,3,Mello,940
014043,3,Mese,1821
014044,3,Montagna in Valtellina,2966
014046,3,Novate Mezzola,1904
014047,3,Pedesina,37
014048,3,Piantedo,1407
017028,3,Breno,4814
017030,3,Brione,735
017031,3,Caino,2134
017033,3,Calvagese della Riviera,3583
017035,3,Capo di Ponte,2441
017036,3,Capovalle,349
017037,3,Capriano del Colle,4616
016067,3,Cazzano Sant'Andrea,1645
016068,3,Cenate Sopra,2552
016069,3,Cenate Sotto,3904
016070,3,Cene,4166
016071,3,Cerete,1588
016072,3,Chignolo d'Isola,3448
016078,3,Colere,1122
016080,3,Colzate,1648
016081,3,Comun Nuovo,4436
012091,3,Lozza,1258
012093,3,Luvinate,1340
012095,3,Malgesso,1270
012097,3,Marchirolo,3597
012099,3,Marzio,316
012100,3,Masciago Primo,303
012101,3,Mercallo,1836
012102,3,Mesenzana,1613
012103,3,Montegrino Valtravaglia,1499
012104,3,Monvalle,1933
012105,3,Morazzone,4275
012106,3,Mornago,4968
012107,3,Oggiona con Santo Stefano,4319
012110,3,Orino,821
012113,3,Porto Ceresio,2941
014049,3,Piateda,2144
014050,3,Piuro,1919
014051,3,Poggiridenti,1852
014052,3,Ponte in Valtellina,2252
014053,3,Postalesio,661
014054,3,Prata Camportaccio,2957
014055,3,Rasura,289
014056,3,Rogolo,545
014057,3,Samolaco,2904
014058,3,San Giacomo Filippo,354
014059,3,Sernio,488
017044,3,Casto,1660
017047,3,Cedegolo,1141
017048,3,Cellatica,4879
017049,3,Cerveno,654
017050,3,Ceto,1814
016082,3,Corna Imagna,933
016083,3,Cortenuova,1941
016084,3,Costa di Mezzate,3381
016085,3,Costa Valle Imagna,557
016087,3,Covo,4168
016088,3,Credaro,3610
016090,3,Cusio,227
016092,3,Dossena,894
016093,3,Endine Gaiano,3429
016094,3,Entratico,2010
016097,3,Fara Olivana con Sola,1294
016098,3,Filago,3121
016099,3,Fino del Monte,1137
012114,3,Porto Valtravaglia,2330
012115,3,Rancio Valcuvia,930
012116,3,Ranco,1310
012117,3,Saltrio,3083
012121,3,Solbiate Arno,4081
012125,3,Taino,3676
012126,3,Ternate,2592
012128,3,Travedona-Monate,4079
012129,3,Tronzano Lago Maggiore,227
014060,3,Sondalo,4043
014062,3,Spriana,81
014063,3,Talamona,4684
014064,3,Tartano,195
014065,3,Teglio,4524
014067,3,Torre di Santa Maria,751
014068,3,Tovo di Sant'Agata,647
014069,3,Traona,2853
014070,3,Tresivio,2016
017051,3,Cevo,843
017053,3,Cigole,1524
017054,3,Cimbergo,536
017055,3,Cividate Camuno,2738
017057,3,Collebeato,4598
017058,3,Collio,2037
017060,3,Comezzano-Cizzago,4012
016100,3,Fiorano al Serio,2996
016101,3,Fontanella,4726
016102,3,Fonteno,565
016103,3,Foppolo,187
016104,3,Foresto Sparso,3085
016105,3,Fornovo San Giovanni,3428
016106,3,Fuipiano Valle Imagna,207
016107,3,Gandellino,998
016109,3,Gandosso,1491
016110,3,Gaverina Terme,856
016116,3,Gorno,1519
012131,3,Valganna,1591
012132,3,Varano Borghi,2453
012140,3,Vizzola Ticino,572
012141,3,Sangiano,1490
012142,3,Maccagno con Pino e Veddasca,2580
012143,3,Cadrezzate con Osmate,2672
013004,3,Albese con Cassano,4222
013005,3,Albiolo,2730
013006,3,Alserio,1294
014071,3,Valdidentro,4179
014072,3,Valdisotto,3614
014073,3,Valfurva,2551
014074,3,Val Masino,868
014075,3,Verceia,1076
014076,3,Vervio,214
014077,3,Villa di Chiavenna,956
017063,3,Corteno Golgi,1927
017064,3,Corzano,1420
017068,3,Edolo,4474
016118,3,Gromo,1195
016119,3,Grone,886
016121,3,Isola di Fondra,173
016122,3,Isso,648
016123,3,Lallio,4162
016124,3,Leffe,4411
016125,3,Lenna,574
016126,3,Levate,3748
016127,3,Locatello,831
016129,3,Lurano,2863
016130,3,Luzzana,894
016131,3,Madone,4083
016134,3,Mezzoldo,162
013007,3,Alzate Brianza,4900
013009,3,Anzano del Parco,1835
013011,3,Argegno,679
013013,3,Asso,3572
013015,3,Barni,582
013021,3,Bene Lario,329
013022,3,Beregazzo con Figliaro,2780
013023,3,Binago,4792
013024,3,Bizzarone,1722
013025,3,Blessagno,286
013026,3,Blevio,1217
013029,3,Brenna,2180
013030,3,Brienno,330
013032,3,Brunate,1685
013034,3,Bulgarograsso,4081
013037,3,Caglio,494
013040,3,Campione d'Italia,2003
014078,3,Villa di Tirano,2969
015005,3,Albairate,4735
015014,3,Basiano,3702
015016,3,Bellinzago Lombardo,3868
015019,3,Bernate Ticino,3059
015022,3,Besate,2054
015026,3,Boffalora sopra Ticino,4093
017071,3,Fiesse,2022
017073,3,Gambara,4660
017074,3,Gardone Riviera,2658
017076,3,Gargnano,2826
017079,3,Gianico,2143
021016,4,Campo di Trens,2667
021018,4,Castelbello-Ciardes,2286
008028,7,Diano San Pietro,1106
008029,7,Dolceacqua,2068
008030,7,Dolcedo,1323
012022,3,Brissago-Valtravaglia,1240
012023,3,Brunello,937
014005,3,Ardenno,3257
014006,3,Bema,118
014007,3,Berbenno di Valtellina,4098
014008,3,Bianzone,1295
014009,3,Bormio,4161
014010,3,Buglio in Monte,1999
014011,3,Caiolo,1084
014012,3,Campodolcino,934
014013,3,Caspoggio,1367
014014,3,Castello dell'Acqua,619
014015,3,Castione Andevenno,1575
014016,3,Cedrasco,430
014017,3,Cercino,794
016247,3,Costa Serina,897
016248,3,Algua,658
016249,3,Cornalba,297
016250,3,Medolago,2402
016251,3,Solza,2038
016252,3,Sant'Omobono Terme,3892
016253,3,Val Brembilla,4256
017001,3,Acquafredda,1504
017003,3,Agnosine,1665
017004,3,Alfianello,2425
017005,3,Anfo,467
016014,3,Averara,182
016015,3,Aviatico,557
016017,3,Azzone,388
016018,3,Bagnatica,4396
016019,3,Barbata,698
016020,3,Bariano,4237
016021,3,Barzana,2001
016022,3,Bedulita,709
016023,3,Berbenno,2443
016025,3,Berzo San Fermo,1397
016026,3,Bianzano,590
016027,3,Blello,76
016032,3,Borgo di Terzo,1166
012024,3,Brusimpiano,1179
012025,3,Buguggiate,3127
012027,3,Cadegliano-Viconago,2212
012030,3,Cantello,4764
012031,3,Caravate,2595
012035,3,Caronno Varesino,4882
012036,3,Casale Litta,2719
012037,3,Casalzuigno,1384
012038,3,Casciago,3705
012041,3,Cassano Valcuvia,662
012043,3,Castello Cabiaglio,559
012044,3,Castelseprio,1305
012045,3,Castelveccana,1961
014019,3,Chiesa in Valmalenco,2433
014020,3,Chiuro,2525
014021,3,Cino,340
014022,3,Civo,1127
014023,3,Colorina,1377
014025,3,Dazio,457
014026,3,Delebio,3344
014027,3,Dubino,3711
014028,3,Faedo Valtellino,554
014029,3,Forcola,796
014030,3,Fusine,562
017006,3,Angolo Terme,2344
017007,3,Artogne,3614
017008,3,Azzano Mella,3396
017010,3,Bagolino,3807
017011,3,Barbariga,2320
017012,3,Barghe,1159
017013,3,Bassano Bresciano,2329
017015,3,Berlingo,2791
017016,3,Berzo Demo,1582
017017,3,Berzo Inferiore,2468
016033,3,Bossico,999
016035,3,Bracca,715
016036,3,Branzi,694
016041,3,Brumano,114
016047,3,Calvenzano,4304
016048,3,Camerata Cornello,599
016049,3,Canonica d'Adda,4327
016050,3,Capizzone,1210
015110,3,Grezzago,3071
015112,3,Gudo Visconti,1622
015122,3,Liscate,4134
010050,7,Rondanina,62
010051,7,Rossiglione,2628
010052,7,Rovegno,506
010053,7,San Colombano Certenoli,2618
010056,7,Santo Stefano d'Aveto,1057
010057,7,Savignone,3083
013106,3,Garzeno,708
013107,3,Gera Lario,1035
013110,3,Grandate,2852
013111,3,Grandola ed Uniti,1325
013113,3,Griante,620
013119,3,Laglio,891
013120,3,Laino,531
013121,3,Lambrugo,2489
013123,3,Lasnigo,471
013126,3,Lezzeno,2024
013128,3,Limido Comasco,3898
013130,3,Livo,166
013131,3,Locate Varesino,4337
013134,3,Longone al Segrino,1937
016171,3,Pontida,3358
016173,3,Pradalunga,4592
016174,3,Predore,1880
016175,3,Premolo,1102
016176,3,Presezzo,4839
016177,3,Pumenengo,1699
016179,3,Ranzanico,1230
016180,3,Riva di Solto,913
016182,3,Rogno,3871
016184,3,Roncobello,420
016185,3,Roncola,801
016186,3,Rota d'Imagna,920
015136,3,Masate,3634
015144,3,Mesero,4231
015150,3,Morimondo,1057
015155,3,Nosate,649
015158,3,Noviglio,4577
010060,7,Sori,4078
010061,7,Tiglieto,513
010062,7,Torriglia,2219
010063,7,Tribogna,592
010064,7,Uscio,2171
010065,7,Valbrevenna,764
010066,7,Vobbia,370
010067,7,Zoagli,2400
011001,7,Ameglia,4364
011003,7,Beverino,2329
013135,3,Luisago,2767
013137,3,Lurago Marinone,2596
013139,3,Magreglio,652
013144,3,Maslianico,3269
013145,3,Menaggio,3124
013147,3,Merone,4092
013152,3,Moltrasio,1596
013153,3,Monguzzo,2378
013155,3,Montemezzo,221
013157,3,Montorfano,2600
013160,3,Musso,958
013161,3,Nesso,1202
013163,3,Novedrate,2863
013169,3,Oltrona di San Mamette,2404
013170,3,Orsenigo,2703
016187,3,Rovetta,4158
016188,3,San Giovanni Bianco,4732
016190,3,San Pellegrino Terme,4827
016191,3,Santa Brigida,540
016195,3,Schilpario,1153
016196,3,Sedrina,2510
016197,3,Selvino,2020
015164,3,Ossona,4326
015165,3,Ozzero,1435
011005,7,Bonassola,836
011006,7,Borghetto di Vara,901
011007,7,Brugnato,1290
011008,7,Calice al Cornoviglio,1087
011009,7,Carro,520
011010,7,Carrodano,486
011012,7,Deiva Marina,1373
011014,7,Framura,629
013178,3,Peglio,186
013183,3,Pianello del Lario,1062
013184,3,Pigra,237
013185,3,Plesio,834
013186,3,Pognana Lario,692
013187,3,Ponna,233
013188,3,Ponte Lambro,4364
013189,3,Porlezza,4947
013192,3,Proserpio,944
013193,3,Pusiano,1383
013195,3,Rezzago,305
013197,3,Rodero,1308
013199,3,Ronago,1715
013203,3,Sala Comacina,508
013204,3,San Bartolomeo Val Cavargna,991
013207,3,San Nazzaro Val Cavargna,290
013211,3,Schignano,870
013212,3,Senna Comasco,3158
016199,3,Serina,2062
016200,3,Solto Collina,1804
016201,3,Songavazzo,710
016203,3,Sotto il Monte Giovanni XXIII,4497
016205,3,Spinone al Lago,996
016208,3,Strozza,1068
016209,3,Suisio,3820
016210,3,Taleggio,546
016211,3,Tavernola Bergamasca,2018
015183,3,Robecchetto con Induno,4853
015185,3,Rodano,4586
015202,3,San Zenone al Lambro,4466
011018,7,Maissana,615
011019,7,Monterosso al Mare,1402
011021,7,Pignone,542
011022,7,Portovenere,3420
011023,7,Riccò del Golfo di Spezia,3628
011024,7,Riomaggiore,1429
013216,3,Sorico,1234
013217,3,Sormano,640
013218,3,Stazzona,617
013223,3,Torno,1150
013226,3,Trezzone,232
013228,3,Uggiate-Trevano,4940
013229,3,Valbrona,2665
013232,3,Valmorea,2687
013233,3,Val Rezzo,162
013234,3,Valsolda,1499
013236,3,Veleso,200
013238,3,Veniano,3064
013239,3,Vercana,756
018044,3,Ceretto Lomellina,181
018045,3,Cergnago,707
018047,3,Cervesina,1180
018048,3,Chignolo Po,3984
018049,3,Cigognola,1304
018051,3,Codevilla,958
018052,3,Confienza,1580
018053,3,Copiano,1772
018054,3,Corana,772
019068,3,Persico Dosimo,3383
019069,3,Pescarolo ed Uniti,1518
019070,3,Pessina Cremonese,609
019072,3,Pianengo,2527
019073,3,Pieranica,1130
019074,3,Pieve d'Olmi,1269
019075,3,Pieve San Giacomo,1597
019077,3,Pozzaglio ed Uniti,1441
019078,3,Quintano,894
019079,3,Ricengo,1773
019080,3,Ripalta Arpina,1001
019081,3,Ripalta Cremasca,3417
019082,3,Ripalta Guerina,526
019083,3,Rivarolo del Re ed Uniti,1869
021057,4,Naz-Sciaves,3245
021058,4,Nova Levante,1999
021059,4,Nova Ponente,3977
021060,4,Ora,3875
021061,4,Ortisei,4864
021062,4,Parcines,3815
021063,4,Perca,1598
021064,4,Plaus,737
021065,4,Ponte Gardena,191
009054,7,Roccavignale,773
009055,7,Sassello,1767
009057,7,Spotorno,3626
009058,7,Stella,2960
009059,7,Stellanello,839
009060,7,Testico,172
009061,7,Toirano,2695
009062,7,Tovo San Giacomo,2577
009063,7,Urbe,688
018057,3,Corvino San Quirico,1027
018058,3,Costa de' Nobili,395
018059,3,Cozzo,367
018060,3,Cura Carpignano,4928
018061,3,Dorno,4615
018062,3,Ferrera Erbognone,1097
018063,3,Filighera,810
018064,3,Fortunago,358
018065,3,Frascarolo,1160
018066,3,Galliavola,194
018067,3,Gambarana,209
019085,3,Robecco d'Oglio,2287
019086,3,Romanengo,3169
019087,3,Salvirola,1151
019088,3,San Bassano,2182
019089,3,San Daniele Po,1319
019090,3,San Giovanni in Croce,1910
019091,3,San Martino del Lago,406
019092,3,Scandolara Ravara,1347
019093,3,Scandolara Ripa d'Oglio,545
019094,3,Sergnano,3542
019095,3,Sesto ed Uniti,3266
019096,3,Solarolo Rainerio,940
021066,4,Postal,1903
021067,4,Prato allo Stelvio,3646
021068,4,Predoi,545
021069,4,Proves,256
021070,4,Racines,4538
021071,4,Rasun-Anterselva,2911
009066,7,Vendone,362
009067,7,Vezzi Portio,804
009068,7,Villanova d'Albenga,2774
009069,7,Zuccarello,296
010002,7,Avegno,2525
010003,7,Bargagli,2613
010004,7,Bogliasco,4450
010005,7,Borzonasca,1946
018071,3,Gerenzago,1411
018073,3,Godiasco Salice Terme,3243
018074,3,Golferenzo,189
018075,3,Gravellona Lomellina,2738
018076,3,Gropello Cairoli,4389
018077,3,Inverno e Monteleone,1471
018079,3,Langosco,360
018080,3,Lardirago,1154
018081,3,Linarolo,2830
019099,3,Sospiro,3127
019100,3,Spinadesco,1491
019101,3,Spineda,616
019103,3,Stagno Lombardo,1502
019104,3,Ticengo,420
019105,3,Torlino Vimercati,473
019106,3,Tornata,458
019107,3,Torre de' Picenardi,2079
019108,3,Torricella del Pizzo,592
019109,3,Trescore Cremasco,2809
019110,3,Trigolo,1688
019111,3,Vaiano Cremasco,3655
019112,3,Vailate,4527
021073,4,Rifiano,1394
021074,4,Rio di Pusteria,3161
021075,4,Rodengo,1262
021076,4,Salorno sulla strada del vino,3807
010008,7,Campo Ligure,2841
010010,7,Carasco,3743
010012,7,Casella,3146
010013,7,Castiglione Chiavarese,1569
010014,7,Ceranesi,3735
010016,7,Cicagna,2375
010019,7,Coreglia Ligure,277
010020,7,Crocefieschi,523
018082,3,Lirio,125
018083,3,Lomello,2107
018084,3,Lungavilla,2459
018085,3,Magherno,1743
018086,3,Marcignago,2507
018087,3,Marzano,1661
018089,3,Menconico,355
018090,3,Mezzana Bigli,1053
018091,3,Mezzana Rabattone,472
018092,3,Mezzanino,1347
018093,3,Miradolo Terme,3830
018094,3,Montalto Pavese,884
018095,3,Montebello della Battaglia,1543
019113,3,Vescovato,3891
019114,3,Volongo,487
019115,3,Voltido,340
019116,3,Piadena Drizzona,3959
020001,3,Acquanegra sul Chiese,2815
020007,3,Bozzolo,4168
020008,3,Canneto sull'Oglio,4292
020010,3,Casalmoro,2232
021077,4,San Candido,3349
021079,4,San Genesio Atesino,3074
021080,4,San Leonardo in Passiria,3569
021081,4,San Lorenzo di Sebato,3879
021082,4,San Martino in Badia,1754
010021,7,Davagna,1842
010022,7,Fascia,65
010023,7,Favale di Malvaro,452
010024,7,Fontanigorda,253
017093,3,Longhena,557
017094,3,Losine,611
017095,3,Lozio,386
017097,3,Maclodio,1466
017098,3,Magasa,110
017099,3,Mairano,3542
017100,3,Malegno,2003
017101,3,Malonno,3106
018096,3,Montecalvo Versiggia,520
018097,3,Montescano,408
018098,3,Montesegale,271
018099,3,Monticelli Pavese,693
018100,3,Montù Beccaria,1658
018101,3,Mornico Losana,626
018103,3,Nicorvo,289
018104,3,Olevano di Lomellina,721
018105,3,Oliva Gessi,169
018106,3,Ottobiano,1098
018107,3,Palestro,1884
018108,3,Pancarana,313
020011,3,Casaloldo,2755
020050,3,Rivarolo Mantovano,2474
020054,3,Sabbioneta,4124
020056,3,San Giacomo delle Segnate,1520
021083,4,San Martino in Passiria,3244
021084,4,San Pancrazio,1541
021085,4,Santa Cristina Valgardena,2015
021087,4,Scena,2916
017104,3,Marcheno,4274
017105,3,Marmentino,655
017106,3,Marone,3146
017108,3,Milzano,1733
017109,3,Moniga del Garda,2621
017110,3,Monno,536
017111,3,Monte Isola,1688
017112,3,Monticelli Brusati,4558
017115,3,Mura,780
017116,3,Muscoline,2675
018109,3,Parona,1940
018111,3,Pietra de' Giorgi,808
018112,3,Pieve Albignola,872
018113,3,Pieve del Cairo,1828
018114,3,Pieve Porto Morone,2655
018115,3,Pinarolo Po,1714
018116,3,Pizzale,692
018117,3,Ponte Nizza,779
018118,3,Portalbera,1480
018119,3,Rea,410
018120,3,Redavalle,1037
020058,3,San Giovanni del Dosso,1247
020059,3,San Martino dall'Argine,1678
020060,3,Schivenoglia,1132
020062,3,Serravalle a Po,1471
020063,3,Solferino,2686
020064,3,Sustinente,2048
021088,4,Selva dei Molini,1421
021089,4,Selva di Val Gardena,2586
021091,4,Senales,1245
021092,4,Sesto,1879
017118,3,Niardo,2018
017119,3,Nuvolento,3923
017120,3,Nuvolera,4758
017121,3,Odolo,1929
